start_x,start_y,end_x,end_y,prev_x,prev_y,prev_speed,next_x,next_y,next_speed,delta_start,delta_end
114,210,850,526,687,525,1667.0,736,551,1441.0,653.8761350592328,163.00306745579974
114,210,850,526,736,551,1441.0,760,559,727.0,709.3412436902285,116.70903992407786
114,210,850,526,760,559,727.0,784,559,706.0,734.2458716261195,95.85927185202274
114,210,850,526,784,559,706.0,816,554,970.0,755.447549469849,73.79024325749306
114,210,850,526,816,554,970.0,843,549,818.0,781.754437147625,44.04543109109048
114,210,850,526,843,549,818.0,855,543,364.0,803.9664172090772,24.041630560342615
114,210,850,526,855,543,364.0,855,540,88.0,812.3853765301293,17.72004514666935
114,210,850,526,855,540,88.0,853,536,121.0,811.1602800926584,14.866068747318506
114,210,850,526,853,536,121.0,851,531,147.0,807.7109631545185,10.44030650891055
114,210,850,526,851,531,147.0,850,527,121.0,803.8718803391496,5.0990195135927845
114,210,850,526,850,527,121.0,850,526,0.0,801.3644614031746,1.0
850,526,1154,795,850,527,5.0,851,528,22.0,1.0,405.2653451752321
850,526,1154,795,851,528,22.0,855,534,158.0,2.23606797749979,403.8539339909914
850,526,1154,795,855,534,158.0,869,554,571.0,9.433981132056603,396.8904130865345
850,526,1154,795,869,554,571.0,905,595,1242.0,33.83784863137726,373.2371900012109
850,526,1154,795,905,595,1242.0,954,643,1531.0,88.23831367382311,319.37595401031683
850,526,1154,795,954,643,1531.0,1039,713,2429.0,156.54072952429985,251.20509548972132
850,526,1154,795,1039,713,2429.0,1124,767,2656.0,265.8759109058209,141.24092891226678
850,526,1154,795,1124,767,2656.0,1187,800,1909.0,364.90683742566404,41.036569057366385
850,526,1154,795,1187,800,1909.0,1237,826,1429.0,434.3328216932264,33.37663853655727
850,526,1154,795,1237,826,1429.0,1243,829,182.0,489.6621284110095,88.60022573334675
850,526,1154,795,1243,829,182.0,1241,828,67.0,496.2438916500635,95.2732911156112
850,526,1154,795,1241,828,67.0,1236,826,135.0,494.0495926523976,93.04837451562494
850,526,1154,795,1236,826,135.0,1230,824,182.0,488.87217143134666,87.66413177577246
850,526,1154,795,1230,824,182.0,1223,823,219.0,482.9120002650586,81.34494452638098
850,526,1154,795,1223,823,219.0,1209,818,412.0,476.7997483220812,74.46475676452586
850,526,1154,795,1209,818,412.0,1179,807,882.0,462.7580361268727,59.61543424315552
850,526,1154,795,1179,807,882.0,1157,799,667.0,432.66846430032314,27.730849247724095
850,526,1154,795,1157,799,667.0,1154,796,88.0,410.8259972299708,5.0
850,526,1154,795,1154,796,88.0,1154,795,0.0,406.5907032877166,1.0
1154,795,814,789,1154,796,4.0,1130,802,522.0,1.0,340.07205118915607
1154,795,814,789,1130,802,522.0,1084,809,1394.0,25.0,316.26729201736936
1154,795,814,789,1084,809,1394.0,1011,814,2147.0,71.386273190299,270.7397274136177
1154,795,814,789,1011,814,2147.0,962,815,1441.0,144.25671561490648,198.57995870681412
1154,795,814,789,962,815,1441.0,913,811,1531.0,193.03885619221847,150.2664300500947
1154,795,814,789,913,811,1531.0,866,804,1424.0,241.53053637169774,101.41498903022176
1154,795,814,789,866,804,1424.0,849,800,500.0,288.1405906844782,54.120236510939236
1154,795,814,789,849,800,500.0,848,799,29.0,305.04098085339285,36.68787265568828
1154,795,814,789,848,799,29.0,848,798,20.0,306.0261426741186,35.4400902933387
1154,795,814,789,848,798,20.0,845,797,88.0,306.01470552899906,35.17101079013795
1154,795,814,789,845,797,88.0,838,794,219.0,309.00647242412253,32.01562118716424
1154,795,814,789,838,794,219.0,827,792,324.0,316.00158227451965,24.515301344262525
1154,795,814,789,827,792,324.0,821,790,182.0,327.0137611783333,13.341664064126334
1154,795,814,789,821,790,182.0,815,789,176.0,333.0375354220602,7.0710678118654755
1154,795,814,789,815,789,176.0,814,789,0.0,339.05309318748294,1.0
1181,212,456,339,1181,213,5.0,1180,214,27.0,1.0,735.867515249858
1181,212,456,339,1180,214,27.0,1175,221,156.0,2.23606797749979,734.7115080084155
1181,212,456,339,1175,221,156.0,1159,231,471.0,10.816653826391969,728.6185558987638
1181,212,456,339,1159,231,471.0,1123,246,1125.0,29.068883707497267,711.2474956019178
1181,212,456,339,1123,246,1125.0,1000,278,1984.0,67.23094525588644,673.4522997213685
1181,212,456,339,1000,278,1984.0,739,310,3838.0,192.6577275896298,547.4093532266324
1181,212,456,339,739,310,3838.0,641,317,2579.0,452.7339174393719,284.48198536990003
1181,212,456,339,641,317,2579.0,587,319,1588.0,550.1136246267674,186.30351580150065
1181,212,456,339,587,319,1588.0,548,320,1182.0,603.5602703955919,132.51792331605563
1181,212,456,339,548,320,1182.0,522,322,813.0,642.1471793911423,93.94147114027967
1181,212,456,339,522,322,813.0,519,324,60.0,668.117504635225,68.15423684555495
1181,212,456,339,519,324,60.0,515,328,118.0,671.4074768722791,64.76109943476871
1181,212,456,339,515,328,118.0,500,335,441.0,676.0266266945408,60.01666435249463
1181,212,456,339,500,335,441.0,488,337,375.0,692.0187858721756,44.181444068749045
1181,212,456,339,488,337,375.0,477,338,324.0,704.1832147956951,32.0624390837628
1181,212,456,339,477,338,324.0,466,338,333.0,715.1866889141604,21.02379604162864
1181,212,456,339,466,338,333.0,457,339,273.0,726.0172174266944,10.04987562112089
1181,212,456,339,457,339,273.0,456,339,0.0,735.0544197540751,1.0
456,339,108,201,455,339,4.0,451,338,121.0,1.0,373.43406379172217
456,339,108,201,451,338,121.0,435,334,485.0,5.0990195135927845,369.3480743147309
456,339,108,201,435,334,485.0,386,326,1485.0,21.587033144922902,353.01274764518064
456,339,108,201,386,326,1485.0,320,307,1941.0,71.19691004531025,304.809776746088
456,339,108,201,320,307,1941.0,248,276,2182.0,139.71399357258383,237.0232056149777
456,339,108,201,248,276,2182.0,207,252,1242.0,217.33154395991392,158.8238017426859
456,339,108,201,207,252,1242.0,183,233,706.0,263.7612556839992,111.36426715962351
456,339,108,201,183,233,706.0,176,226,212.0,292.85662020859286,81.54140052758476
456,339,108,201,176,226,212.0,173,223,91.0,301.9420474196994,72.44998274671983
456,339,108,201,173,223,91.0,157,216,471.0,305.8512710452582,68.62215385719105
456,339,108,201,157,216,471.0,139,211,545.0,323.31099579197735,51.24451190127583
456,339,108,201,139,211,545.0,117,205,647.0,341.8669331772232,32.57299494980466
456,339,108,201,117,205,647.0,109,202,242.0,364.5229759562489,9.848857801796104
456,339,108,201,109,202,242.0,108,201,0.0,373.06567786383135,1.4142135623730951
827,474,1162,795,827,475,5.0,827,478,81.0,1.0,463.2763753959401
827,474,1162,795,827,478,81.0,829,493,405.0,4.0,461.2092800454041
827,474,1162,795,829,493,405.0,877,570,1750.0,19.1049731745428,449.5475503214315
827,474,1162,795,877,570,1750.0,930,628,1758.0,108.24047302187847,363.1115531073061
827,474,1162,795,930,628,1758.0,984,674,1588.0,185.27007313648906,285.8548582760139
827,474,1162,795,984,674,1588.0,1062,732,2364.0,254.26167623139747,215.23243250030885
827,474,1162,795,1062,732,2364.0,1119,772,1727.0,348.98280759945754,118.1905241548577
827,474,1162,795,1119,772,1727.0,1159,803,1176.0,417.21457309159274,48.76474136094644
827,474,1162,795,1159,803,1176.0,1166,808,212.0,467.4023962283463,8.54400374531753
827,474,1162,795,1166,808,212.0,1166,808,0.0,475.8959970413704,13.601470508735444
827,474,1162,795,1166,808,0.0,1164,807,61.0,475.8959970413704,13.601470508735444
827,474,1162,795,1164,807,61.0,1163,804,88.0,473.7699863857988,12.165525060596439
827,474,1162,795,1163,804,88.0,1162,802,61.0,470.95222687656974,9.055385138137417
827,474,1162,795,1162,802,61.0,1162,801,9.0,468.83792508712435,7.0
827,474,1162,795,1162,801,9.0,1162,795,0.0,468.13886828589654,6.0
1162,795,779,788,1162,796,4.0,1160,797,30.0,1.0,383.08354180256816
1162,795,779,788,1160,797,30.0,1144,801,400.0,2.8284271247461903,381.1062843879644
1162,795,779,788,1144,801,400.0,1116,805,848.0,18.973665961010276,365.23143347745963
1162,795,779,788,1116,805,848.0,1063,808,1559.0,47.07440918375928,337.4285109471338
1162,795,779,788,1063,808,1559.0,987,810,2303.0,99.84988733093293,284.70335438838794
1162,795,779,788,987,810,2303.0,882,810,3088.0,175.64168070250295,209.16022566444127
1162,795,779,788,882,810,3088.0,830,808,1576.0,280.40149785619906,105.32331175955302
1162,795,779,788,830,808,1576.0,820,806,105.0,332.2544205875973,54.78138369920935
1162,795,779,788,820,806,105.0,819,806,14.0,342.1768548572507,44.77722635447622
1162,795,779,788,819,806,14.0,819,805,17.0,343.17633951075356,43.86342439892262
1162,795,779,788,819,805,17.0,817,804,44.0,343.14574163174456,43.46262762420146
1162,795,779,788,817,804,44.0,809,801,186.0,345.11737133908514,41.23105625617661
1162,795,779,788,809,801,186.0,791,794,529.0,353.0509878190401,32.69556544854363
1162,795,779,788,791,794,529.0,780,790,333.0,371.001347706447,13.416407864998739
1162,795,779,788,780,790,333.0,779,788,61.0,382.03272111168695,2.23606797749979
1162,795,779,788,779,788,61.0,779,788,0.0,383.06396332727513,0.0
1158,771,819,732,1158,772,3.0,1157,773,24.0,1.0,341.35172476494097
1158,771,819,732,1157,773,24.0,1152,775,152.0,2.23606797749979,340.4776057246644
1158,771,819,732,1152,775,152.0,1138,778,412.0,7.211102550927978,335.76479863142293
1158,771,819,732,1138,778,412.0,1096,781,1235.0,21.18962010041709,322.29955010828047
1158,771,819,732,1096,781,1235.0,1039,783,1727.0,62.80127387243033,281.30055101261354
1158,771,819,732,1039,783,1727.0,954,777,2742.0,119.60351165413162,225.83400983908513
1158,771,819,732,954,777,2742.0,882,763,2182.0,204.08821622033938,142.30249470757707
1158,771,819,732,882,763,2182.0,836,744,1278.0,276.1159176867571,70.21395872616783
1158,771,819,732,836,744,1278.0,821,734,484.0,323.130004796831,20.808652046684813
1158,771,819,732,821,734,484.0,819,732,0.0,339.0250728191058,2.8284271247461903
657,698,1169,172,657,696,26.0,656,687,231.0,2.0,732.6117662172783
657,698,1169,172,656,687,231.0,659,672,469.0,11.045361017187261,726.9071467525958
657,698,1169,172,659,672,469.0,678,634,1086.0,26.076809620810597,714.2128534267638
657,698,1169,172,678,634,1086.0,704,597,1121.0,67.35725647619564,674.184692795676
657,698,1169,172,704,597,1121.0,733,558,1182.0,111.40017953306898,629.9603162104737
657,698,1169,172,733,558,1182.0,751,531,818.0,159.29846201391902,582.3160653803053
657,698,1169,172,751,531,818.0,782,486,1324.0,191.637678967368,551.0036297521098
657,698,1169,172,782,486,1324.0,807,452,1063.0,246.10770000144245,498.3623179976592
657,698,1169,172,807,452,1063.0,830,416,1059.0,288.12497288503124,457.65052168658127
657,698,1169,172,830,416,1059.0,847,366,1471.0,330.83681778181824,417.68049990393376
657,698,1169,172,847,366,1471.0,843,339,844.0,382.5232019106815,375.9255245391034
657,698,1169,172,843,339,844.0,827,320,543.0,404.32289076924644,366.28540784475706
657,698,1169,172,827,320,543.0,810,316,459.0,414.46833413422553,372.6499698108132
657,698,1169,172,810,316,459.0,781,331,644.0,411.50091129911243,386.80356771881
657,698,1169,172,781,331,644.0,767,345,412.0,387.38224017112606,419.3149174546501
657,698,1169,172,767,345,412.0,746,363,618.0,369.7418018022847,437.6448331695463
657,698,1169,172,746,363,618.0,738,365,229.0,346.6208303030849,464.1228285701965
657,698,1169,172,738,365,229.0,738,363,54.0,342.70978976387585,472.2393460947531
657,698,1169,172,738,363,54.0,736,355,178.0,344.6534491340541,471.42549782547826
657,698,1169,172,736,355,178.0,735,350,152.0,351.98011307458836,470.08297139973064
657,698,1169,172,735,350,152.0,735,346,129.0,356.63426644112593,469.0842141876019
657,698,1169,172,735,346,129.0,735,344,30.0,360.5384861564712,467.58100902410484
657,698,1169,172,735,344,30.0,735,345,13.0,362.49137920783716,466.84044383493597
657,698,1169,172,735,345,13.0,737,346,45.0,361.51486829728043,467.20980297934676
657,698,1169,172,737,346,45.0,738,348,53.0,360.9764535257113,465.72524088780074
657,698,1169,172,738,348,53.0,741,348,42.0,359.25060890693004,465.5502121146547
657,698,1169,172,741,348,42.0,743,350,11.0,359.93888370110835,462.77424301704605
657,698,1169,172,743,350,11.0,756,359,406.0,358.4689665786984,461.6925383845834
657,698,1169,172,756,359,406.0,790,364,1063.0,353.1600203873592,453.36298922607256
657,698,1169,172,790,364,1063.0,861,360,2088.0,359.5066063370741,424.8588000736245
657,698,1169,172,861,360,2088.0,941,348,2424.0,394.79108399253397,360.84345636300515
657,698,1169,172,941,348,2424.0,1040,332,2912.0,450.7282995331001,288.0277764383151
657,698,1169,172,1040,332,2912.0,1096,319,1697.0,529.7593793412251,205.526154053444
657,698,1169,172,1096,319,1697.0,1122,303,765.0,579.9672404541484,164.12799883018133
657,698,1169,172,1122,303,765.0,1127,294,281.0,610.1229384312641,139.17614738165446
657,698,1169,172,1127,294,281.0,1130,275,543.0,619.7709254232567,129.0271289303145
657,698,1169,172,1130,275,543.0,1133,254,656.0,634.5533862489428,110.13627921806692
657,698,1169,172,1133,254,656.0,1136,244,303.0,650.9316400360333,89.55445270895244
657,698,1169,172,1136,244,303.0,1145,232,353.0,659.9674234384603,79.20227269466452
657,698,1169,172,1145,232,353.0,1149,223,273.0,674.7592163134935,64.62197768561404
657,698,1169,172,1149,223,273.0,1160,197,765.0,683.8779130809826,54.78138369920935
657,698,1169,172,1160,197,765.0,1167,179,545.0,709.9366168891418,26.570660511172846
657,698,1169,172,1167,179,545.0,1169,172,212.0,727.640708042094,7.280109889280518
657,698,1169,172,1169,172,212.0,1169,172,0.0,734.0435954355845,0.0
1169,173,479,319,1169,174,5.0,1166,176,83.0,1.0,705.0709184188496
1169,173,479,319,1166,176,83.0,1142,189,615.0,4.242640687119285,701.7250173679146
1169,173,479,319,1142,189,615.0,1028,234,2235.0,31.38470965295043,675.6248959296867
1169,173,479,319,1028,234,2235.0,804,274,4480.0,153.62942426501507,555.5411775917245
1169,173,479,319,804,274,4480.0,673,287,3853.0,378.7162526219333,328.10059433045836
1169,173,479,319,673,287,3853.0,626,290,1382.0,508.93221552580064,196.6214637317096
1169,173,479,319,626,290,1382.0,609,292,531.0,555.4619698953295,149.83324063771698
1169,173,479,319,609,292,531.0,605,295,118.0,572.5041484565854,132.7742444904131
1169,173,479,319,605,295,118.0,588,303,515.0,577.0441924151044,128.2653499585917
1169,173,479,319,588,303,515.0,554,310,1030.0,595.366273818059,110.16805344563369
1169,173,479,319,554,310,1030.0,514,314,1176.0,630.0745987579566,75.53806987208503
1169,173,479,319,514,314,1176.0,482,315,970.0,670.0044775969784,35.35533905932738
1169,173,479,319,482,315,970.0,479,316,34.0,701.5219169776523,5.0
1169,173,479,319,479,316,34.0,479,319,68.0,704.6623304817705,3.0
1169,173,479,319,479,319,68.0,479,319,0.0,705.2772504483609,0.0
479,319,109,208,478,319,5.0,477,319,22.0,1.0,385.3336216838598
479,319,109,208,477,319,22.0,452,315,758.0,2.0,384.37611788455325
479,319,109,208,452,315,758.0,396,302,1697.0,27.294688127912362,359.30210130195456
479,319,109,208,396,302,1697.0,289,285,3057.0,84.72307831990054,302.00165562460086
479,319,109,208,289,285,3057.0,134,266,4844.0,193.0181338631166,195.77793542685038
479,319,109,208,134,266,4844.0,72,251,1824.0,349.04727473509945,63.15853069855251
479,319,109,208,72,251,1824.0,31,233,1242.0,412.6414908852477,56.72741841473134
479,319,109,208,31,233,1242.0,30,230,88.0,456.17978911828175,81.9084855189009
479,319,109,208,30,230,88.0,32,229,61.0,457.7357316181467,82.00609733428362
479,319,109,208,32,229,61.0,33,228,30.0,455.9703937757363,79.81227975693966
479,319,109,208,33,228,30.0,35,228,57.0,455.1889717468999,78.587530817554
479,319,109,208,35,228,57.0,36,227,32.0,453.22952242765473,76.6550715869472
479,319,109,208,36,227,32.0,41,224,147.0,452.45220742085013,75.43208866258443
479,319,109,208,41,224,147.0,63,218,667.0,448.1841139531833,69.85699678629192
479,319,109,208,63,218,667.0,89,212,765.0,428.08527187933015,47.07440918375928
479,319,109,208,89,212,765.0,107,208,563.0,404.4119187165482,20.396078054371138
479,319,109,208,107,208,563.0,109,208,0.0,388.20741878537046,2.0
109,208,781,458,109,210,10.0,117,223,406.0,2.0,716.301612451068
109,208,781,458,117,223,406.0,139,245,667.0,17.0,704.3585734553104
109,208,781,458,139,245,667.0,212,290,2147.0,47.634021455258214,676.4118567854943
109,208,781,458,212,290,2147.0,292,337,2424.0,131.65485179058157,593.2832375855565
109,208,781,458,292,337,2424.0,442,413,4545.0,223.8972978845435,503.7479528494384
109,208,781,458,442,413,4545.0,524,443,2412.0,391.042197211503,341.97368319799114
109,208,781,458,524,443,2412.0,595,463,2152.0,476.9171835864168,257.4373710244882
109,208,781,458,595,463,2152.0,629,469,1000.0,548.8360410905975,186.06719216455113
109,208,781,458,629,469,1000.0,643,470,438.0,581.8255752371152,152.3975065412817
109,208,781,458,643,470,438.0,646,468,44.0,594.8108943185221,138.52075656738234
109,208,781,458,646,468,44.0,655,459,300.0,596.6313769824715,135.36986370680884
109,208,781,458,655,459,300.0,685,450,833.0,600.9301124090887,126.00396819148197
109,208,781,458,685,450,833.0,739,448,1543.0,624.771958397622,96.33275663033837
109,208,781,458,739,448,1543.0,769,448,938.0,674.1661516273269,43.174066289845804
109,208,781,458,769,448,938.0,777,450,235.0,702.2819946431775,15.620499351813308
109,208,781,458,777,450,235.0,778,453,88.0,710.4843418401281,8.94427190999916
109,208,781,458,778,453,88.0,779,455,61.0,712.4507000487823,5.830951894845301
109,208,781,458,779,455,61.0,781,457,59.0,714.07912726812,3.605551275463989
109,208,781,458,781,457,59.0,781,458,0.0,716.6484493808663,1.0
1136,721,738,319,1135,721,7.0,1117,725,500.0,1.0,564.9893804311723
1136,721,738,319,1117,725,500.0,1071,732,1438.0,19.4164878389476,555.4070579313878
1136,721,738,319,1071,732,1438.0,1000,742,2088.0,65.92419889539804,530.5261539264582
1136,721,738,319,1000,742,2088.0,914,756,2529.0,137.6117727521886,497.5670809046756
1136,721,738,319,914,756,2529.0,858,767,1697.0,224.7420743875076,471.11039046066475
1136,721,738,319,858,767,1697.0,811,773,1424.0,281.7800560721074,463.79305730034383
1136,721,738,319,811,773,1424.0,794,773,500.0,329.13371143047624,459.83149087464636
1136,721,738,319,794,773,500.0,791,772,91.0,345.93062888388476,457.4407065402029
1136,721,738,319,791,772,91.0,789,770,59.0,348.7491935474547,456.0899034181748
1136,721,738,319,789,770,59.0,784,767,152.0,350.44257732187737,453.8744319743072
1136,721,738,319,784,767,152.0,783,766,19.0,354.9929576766277,450.35541520003954
1136,721,738,319,783,766,19.0,780,765,48.0,355.85671273702286,449.25939055294106
1136,721,738,319,780,765,48.0,742,758,1056.0,358.70879554312575,447.97321348491363
1136,721,738,319,742,758,1056.0,674,743,2061.0,395.73349618145795,439.01822285640947
1136,721,738,319,674,743,2061.0,631,729,1075.0,462.52351291583005,428.8029850642367
1136,721,738,319,631,729,1075.0,623,715,424.0,505.0633623615952,423.73222676591405
1136,721,738,319,623,715,424.0,623,708,219.0,513.0350865194309,412.3602793674483
1136,721,738,319,623,708,219.0,623,704,114.0,513.1646909131609,405.64269992198797
1136,721,738,319,623,704,114.0,623,702,59.0,513.281599124691,401.8084120572888
1136,721,738,319,623,702,59.0,623,700,57.0,513.3517312720393,399.892485550804
1136,721,738,319,623,700,57.0,623,699,20.0,513.4296446447166,397.9773862922365
1136,721,738,319,623,699,20.0,623,698,26.0,513.4715181974556,397.0201506221063
1136,721,738,319,623,698,26.0,621,694,91.0,513.5153357008921,396.0631262816573
1136,721,738,319,621,694,91.0,617,686,242.0,515.7072813137313,392.8282067265537
1136,721,738,319,617,686,242.0,612,667,576.0,520.1788154087016,386.4324002979046
1136,721,738,319,612,667,576.0,611,621,1394.0,526.7750943239439,370.10809231898725
1136,721,738,319,611,621,1394.0,626,574,1343.0,534.4389581607987,327.6171546180084
1136,721,738,319,626,574,1343.0,664,512,1938.0,530.7626588221896,278.5121182282739
1136,721,738,319,664,512,1938.0,696,460,1529.0,516.2024796530911,206.70026608594387
1136,721,738,319,696,460,1529.0,717,423,1121.0,511.5867472873002,147.12239802287073
1136,721,738,319,717,423,1121.0,734,382,1242.0,514.1643706053542,106.09901036296239
1136,721,738,319,734,382,1242.0,742,359,697.0,525.8564442887431,63.12685640834652
1136,721,738,319,742,359,697.0,743,346,382.0,535.051399400095,40.19950248448356
1136,721,738,319,743,346,382.0,741,344,48.0,543.2071428101807,27.459060435491963
1136,721,738,319,741,344,48.0,741,342,61.0,546.0347974259516,25.179356624028344
1136,721,738,319,741,342,61.0,741,333,265.0,547.4175737040235,23.194827009486403
1136,721,738,319,741,333,265.0,740,325,235.0,553.6867345349715,14.317821063276353
1136,721,738,319,740,325,235.0,738,320,152.0,560.0285706997456,6.324555320336759
1136,721,738,319,738,320,152.0,738,319,0.0,564.982300607727,1.0
1096,206,455,343,1095,207,7.0,1080,216,469.0,1.4142135623730951,654.2904553789548
1096,206,455,343,1080,216,469.0,1042,231,1086.0,18.867962264113206,637.7726867779774
1096,206,455,343,1042,231,1086.0,909,265,4156.0,59.50630218724736,597.5893238671521
1096,206,455,343,909,265,4156.0,732,306,4214.0,196.08671551127577,460.65171225124084
1096,206,455,343,732,306,4214.0,561,343,4071.0,377.48642359692883,279.46019394539894
1096,206,455,343,561,343,4071.0,537,346,750.0,552.2626186878848,106.0
1096,206,455,343,537,346,750.0,536,346,10.0,576.2646961249665,82.05485969764375
1096,206,455,343,536,346,10.0,535,346,21.0,577.2347875864725,81.05553651663777
1096,206,455,343,535,346,21.0,518,345,500.0,578.2049809539866,80.05623023850174
1096,206,455,343,518,345,500.0,488,344,938.0,594.4787632876383,63.0317380372777
1096,206,455,343,488,344,938.0,456,343,941.0,623.464513825767,33.015148038438355
1096,206,455,343,456,343,941.0,455,343,0.0,654.4990450718778,1.0
455,343,146,233,454,343,5.0,435,340,487.0,1.0,327.0535124410071
455,343,146,233,435,340,487.0,398,332,1057.0,20.223748416156685,308.1720298794165
455,343,146,233,398,332,1057.0,322,312,2375.0,58.05170109479997,270.74896121684384
455,343,146,233,322,312,2375.0,247,289,2273.0,136.56500283747664,192.91708063310517
455,343,146,233,247,289,2273.0,191,262,1647.0,214.89532335534898,115.48592987892508
455,343,146,233,191,262,1647.0,178,252,394.0,276.14670014323906,53.53503525729669
455,343,146,233,178,252,394.0,176,249,86.0,291.56474409640134,37.21558813185679
455,343,146,233,176,249,86.0,176,247,31.0,294.4095786485216,34.0
455,343,146,233,176,247,31.0,174,245,61.0,295.05423230314796,33.1058907144937
455,343,146,233,174,245,61.0,170,243,118.0,297.5987231155403,30.463092423455635
455,343,146,233,170,243,118.0,163,239,212.0,302.03476621077914,26.0
455,343,146,233,163,239,212.0,157,236,182.0,309.96774025695,18.027756377319946
455,343,146,233,157,236,182.0,148,233,265.0,316.6275414426231,11.40175425099138
455,343,146,233,148,233,265.0,146,233,61.0,326.11194397016493,2.0
455,343,146,233,146,233,61.0,146,233,0.0,327.9954267973869,0.0
817,452,1129,721,818,452,7.0,819,456,118.0,1.0,411.19581709934744
817,452,1129,721,819,456,118.0,825,470,424.0,4.47213595499958,407.82962128810607
817,452,1129,721,825,470,424.0,857,508,1152.0,19.697715603592208,394.2296285161733
817,452,1129,721,857,508,1152.0,907,563,1618.0,68.81860213634101,345.4750352775147
817,452,1129,721,907,563,1618.0,955,615,1576.0,142.90206436577463,272.48486196484384
817,452,1129,721,955,615,1576.0,1004,665,1563.0,213.5720019103628,203.74493858744074
817,452,1129,721,1004,665,1563.0,1039,698,1029.0,283.43958791954236,136.97079980784227
817,452,1129,721,1039,698,1029.0,1064,716,758.0,331.3608305156178,92.89241088485109
817,452,1129,721,1064,716,758.0,1076,719,353.0,361.53146474408004,65.19202405202648
817,452,1129,721,1076,719,353.0,1077,718,27.0,371.9811823197512,53.03772242470448
817,452,1129,721,1077,718,27.0,1078,718,33.0,371.96236368751073,52.08646657242167
817,452,1129,721,1078,718,33.0,1090,717,364.0,372.6620452903676,51.088159097779204
817,452,1129,721,1090,717,364.0,1114,719,706.0,380.4655043496059,39.20459156782532
817,452,1129,721,1114,719,706.0,1128,721,438.0,399.37200703103866,15.132745950421556
817,452,1129,721,1128,721,438.0,1129,721,0.0,411.19581709934744,1.0
1129,721,748,765,1123,722,32.0,1062,726,1386.0,6.082762530298219,377.4572823512616
1129,721,748,765,1062,726,1386.0,1001,731,1848.0,67.1863081289633,316.4127051810657
1129,721,748,765,1001,731,1848.0,914,743,2486.0,128.39003076563228,255.27436220662662
1129,721,748,765,914,743,2486.0,863,751,1594.0,216.12265036316762,167.45148551147582
1129,721,748,765,863,751,1594.0,818,758,1324.0,267.686383665662,115.84903970253703
1129,721,748,765,818,758,1324.0,793,762,758.0,313.1932310890515,70.34912934784623
1129,721,748,765,793,762,758.0,775,766,545.0,338.49224511057855,45.09988913511872
1129,721,748,765,775,766,545.0,758,766,486.0,356.84870743775997,27.018512172212592
1129,721,748,765,758,766,486.0,748,766,313.0,373.7191458836435,10.04987562112089
1129,721,748,765,748,766,313.0,748,765,0.0,383.64827641995214,1.0
580,687,749,327,579,686,5.0,579,679,212.0,1.4142135623730951,397.2165656162895
580,687,749,327,579,679,212.0,583,663,471.0,8.06225774829855,390.9015221254581
580,687,749,327,583,663,471.0,601,622,1242.0,24.186773244895647,374.7692623468472
580,687,749,327,601,622,1242.0,631,574,1412.0,68.30812543175226,330.04393646907073
580,687,749,327,631,574,1412.0,673,520,1688.0,123.97580409095961,273.73892671668017
580,687,749,327,673,520,1688.0,722,457,1800.0,191.14915641979695,207.4246851269154
580,687,749,327,722,457,1800.0,749,418,1182.0,270.3035330882673,132.7742444904131
580,687,749,327,749,418,1182.0,764,388,909.0,317.6822311681911,91.0
580,687,749,327,764,388,909.0,765,380,235.0,351.0797630168962,62.81719509815764
580,687,749,327,765,380,235.0,765,378,61.0,358.43269940115675,55.362442142665635
580,687,749,327,765,378,61.0,764,376,30.0,360.14719213121737,53.45091205957107
580,687,749,327,764,376,30.0,762,368,242.0,361.35439668004597,51.24451190127583
580,687,749,327,762,368,242.0,761,356,353.0,367.26693289758606,43.01162633521314
580,687,749,327,761,356,353.0,757,341,455.0,377.25588133255127,31.38470965295043
580,687,749,327,757,341,455.0,750,329,375.0,388.6450823051798,16.1245154965971
580,687,749,327,750,329,375.0,749,327,0.0,396.31300760888485,2.23606797749979
749,327,1133,152,750,327,3.0,872,256,3050.0,1.0,421.0866894120497
749,327,1133,152,872,256,3050.0,968,199,3000.0,142.0211251891774,280.95729212818094
749,327,1133,152,968,199,3000.0,1055,147,2417.0,253.6631624812716,171.56339936011994
749,327,1133,152,1055,147,2417.0,1099,125,1375.0,355.01549261968836,78.16009211867653
749,327,1133,152,1099,125,1375.0,1119,118,625.0,404.1088962148693,43.41658669218482
749,327,1133,152,1119,118,625.0,1122,121,86.0,424.9482321412809,36.76955262170047
749,327,1133,152,1122,121,86.0,1125,134,406.0,426.10444728962875,32.89376840679705
749,327,1133,152,1125,134,406.0,1130,146,364.0,422.6405091800832,19.697715603592208
749,327,1133,152,1130,146,364.0,1133,152,176.0,421.80801320031844,6.708203932499369
749,327,1133,152,1133,152,176.0,1133,152,0.0,421.9964454826604,0.0
1134,151,447,330,1122,157,55.0,1077,171,1406.0,13.416407864998739,696.8170491599642
1134,151,447,330,1077,171,1406.0,986,194,2676.0,60.40695324215582,649.7545690489602
1134,151,447,330,986,194,2676.0,821,233,5000.0,154.12008305214476,555.8929753108956
1134,151,447,330,821,233,5000.0,688,270,3500.0,323.56297686849155,386.3741709793759
1134,151,447,330,688,270,3500.0,588,306,2222.0,461.6026429733695,248.35659846277488
1134,151,447,330,588,306,2222.0,552,316,1091.0,567.5746646917919,143.02796929272262
1134,151,447,330,552,316,1091.0,516,325,1059.0,604.9371868219047,105.92922165295089
